customer_message,amazon_reply
".@117093 is really convenient, but the packaging waste is abhorrent.",@3364 We strive to meet our customers' expectations. Please submit feedback using this link: https://t.co/Z4uVNRZZgt ^DO
"@AmazonHelp u have serious issues in SW8. Last week 50+ parcels left in foyers, 2day check my order, 'handed to resident' came home 2 this! https://t.co/RwqPDo31t6","@457179 I am so sorry! We would like to look into this issue with you in real-time, please contact us here: https://t.co/JzP7hlA23B ^LS"
@115821 Please stop using the @118706. Your own delivery service is just as bad. #primeisworthless,"@404628 I'm sorry to hear that. W/out giving any order/account specific details, can you let us know what happened please? ^KM"
"@AmazonHelp waiting for my 15% cashback since 10 days, contactesld cc 4 rimes but still not resolved my problem https://t.co/Alj0ZdFOBU","@385342 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN(2/2)"
@AmazonHelp It's a 5th day still no resolution from amazon what a service .. really salute,"@199335 Hi, you should've received an email from us, please check that and revert for updates. ^MS"
@AmazonHelp Y r u just giving random suggestions? Can't you just arrange for a call back from the customer care?? Or reply specifically pls.,"@206516 While we'll not be able to access your account via Twitter, you can request a call here:  https://t.co/2t6DQoUmNZ. ^AP"
When the customer service rep says @115821 lost my package @AmazonHelp https://t.co/QgXUv6vwXb,@237544 Oh no! Sorry to hear. Are they able to arrange a replacement or a refund? ^PK
"Evening @AmazonHelp, do you sell anything like this for UK delivery? https://t.co/Wu3fpj3W1z",@669050 Hi there! I am not able to find that particular item or an equivalent on https://t.co/oovmdx1o4Y unfortunately. You may want to contact the manufacturer and ask if they plan on selling these items thru Amazon in the future. ^CH
@AmazonHelp My sister lives in the UK (me in the USA). How do I gift her a Prime subscription in the UK for Xmas?,"@144456 Thank you for reaching out! We currently don't have the option to gift Prime in the UK. As an alternative, you can have a UK gift card for the amount of Prime send to her. ^LR"
@AmazonHelp I'm afraid the link is not working https://t.co/UPGRot4RRk,"@656309 I apologize for the incorrect link, you can reach us here: https://t.co/JzP7hlA23B ^NC"
"@46453 @116316 So, is this safe to use or what? A reply would be cool... @320930 ik https://t.co/abbbfMzXoa",@320929 1/2 Hi Niels! A battery should definitely not look like that 😱You can contact us from the Social Media Team directly via
@115833 I’ve more than 1 echo do you need to have Spotify family account,"@210804 Hi there, Tasha. Are all the Echos registered on the same Amazon account?^SM"
@AmazonHelp Did that couldn't figure out the url but sent you my number pls help,@444284 Thank you for filling in your details. Our team will work on the issue and get back to you with an update. ^PJ
@AmazonHelp Hello i have an order number 41180920001745 which was supposed to be delivered to 1-2 clarement terrace but i haven't received,@216454 I'm sorry to know about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG(1/2)
"@AmazonHelp ... and I see I've been charged for everything, despite not receiving it. Crossing my fingers that I'll get the delivery only one day late!","@774048 Some deliveries may take slightly longer than usual due to this busy period, we appreciate your patience.^CN"
@AmazonHelp I bay a mobile on 5th October  but I not get it till now.,"@307865 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SY"
@AmazonHelp Finally after so many phone calls issue still not resolved,@329208 I understand this is taking time. Please be assured our team is working on this and will get back to you at the earliest. ^PB
".@115821 Fucking up so much lately. 2 day shipping is never real. Last order took 5 days. This one was ordered Saturday, supposed to arrive today, now tomorrow. GFY https://t.co/vfnesKLz9s","@813111 My apologies for the delays. Every year, we strive to offer you the best Black Friday and Cyber Monday Deals Weeks. These two weeks have now become the busiest shopping period of the year. During this busy period, some deliveries may take slightly longer than usual. ^RB"
@AmazonHelp I unable to add money to my Amazon wallet. I called customer service but no action since one month,@119796 I'm sorry for the trouble. Could you tell us more about the issue you're facing while adding amount to your pay balance? ^GK
Hey @115850 I didn't get my order . WTF going on with this one . I have ordered it and didn't get any  message (shipping address ) https://t.co/z0MN6LAdIU,@216646 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
"@AmazonHelp That depends if you think 7-10 day delivery after Oct 13th corresponds to Nov 10th. Even 7-10 business days, that’s still missed the mark.",@448409 Was the item sold by Amazon or a third party seller? You can find that info here: https://t.co/Y5jpI9gRhE ^BA
@AmazonHelp Looks like it has been dispatched by the seller!,"@688074 If it's dispatched by the seller, they select their own shipping methods. You can reach out to the seller here: https://t.co/Q7VUiZJvLV ^RS"
@120474 have got @366594 tickets for London O2 but now see tickets for portsmouth which is alot closer. Can I exchange O2 tickets?,@467169 I'm sorry! Tickets can only be refunded if the event is canceled or rescheduled. For more info: https://t.co/OcJ1xLpLoj ^TK
"@115850 Want to make some correction in your statement. The cash back which I received on 23 August is related to the purchases done on 2nd August 2017 under same monthly  offer. In case, your statement is correct, then what about cash back for August order.@AmazonHelp @115850 @115821",@226945 I understand your concern regarding the cashback. We'll not be able to check your information on Twitter. So kindly reply to our email correspondence with your concerns so that we can work on it. ^SC
"@115821 Noticed a bug on your site... It seems when you select to have an item shipped in an Amazon Box It just adds it as a gift message... Also, my stuff was late... #AmazonFail https://t.co/xjrLW0S6Eo",@819085 I'm sorry for the trouble! Let's go over your available options here:  https://t.co/hApLpMlfHN ^LL
How do you know who is delivering your package? The 'Track item' page doesn't say anything. @AmazonHelp,@299950 The courier is listed under the Shipping details sub heading. ^EM
@115850 Amazon India I purchased this laptop from amazon two days back.I have attached the screenshots of my issue regarding password https://t.co/qdz7rs2IUF,"@294371 We'd like to take a closer look into your concern and help, please share your details here: https://t.co/GIJyeYqKE0 ^MA"
"@115821 Amazon cancelled my last order, locked my account, and customer services told me to go buy the item SOMEWHERE ELSE!!! Disgraceful!","@453684 Hi, sorry to hear that. Did you get an email with instructions about unlocking your account? Please check spam/junk. ^JJ"
Nice to see that @115830 customer service is getting worse and worse. When does paying for prime mean a 5 day delivery service rather than next day?,@135824 I'm sorry for this wait for your order. What was the delivery estimate given at Checkout? You can check here: https://t.co/aaDyEz1VgE ^DO
@AmazonHelp What the hell is this I want iPhone tomorrow and it still doesn't despatch.. If I will not get tomorrow I m going to cancel the order other shopping sites are best sites..,"@279936 I understand you're worried about the delivery of your order. As informed earlier, kindly reach out to our support team through the link provided earlier and we'll have this checked. Appreciate your understanding.  ^EM"
@115821 I just got a kindle fire and it won't let me bypass setting up a childs account. I have no ambition of having children. How do I bypass this?,"@629674 Hmmm... Can you verify if you're on this page, Marc? https://t.co/RAkpJshpVk Or take a picture of the screen you're on? ^FR"
"You failed me @115821 
Twice you sold me computers that do not work",@519489 I am sorry for the frustration. Have you been able to return the computers? ^CC
@AmazonHelp Over 12 hours and NOTHING yet.,@179898 Thanks for keeping us posted! I'd like to have a team member look into this! Add your info here: https://t.co/uwXEX2qsxr ^FR
So upset with @115821 right now!😪,"@478777 Hey, what happened? ^AT"
Really losing patience with @AmazonHelp now. Parcel due last wk. Wasn't delivered. Had to chase &amp; reorder. 3 days later still not delivered.,@183114 I'm so sorry it hasn't arrived yet! Please contact us so we can look into this with you: https://t.co/JzP7hlA23B ^WT
